Name,Baseball Reference ID,RetroSheet ID
Jordan Montgomery,montgjo01,montj004
Jordan Romano,romanjo03,romaj004
Jordan Sheffield,sheffjo01,shefj002
Jordan Weems,weemsjo01,weemj001
Jorge Alcala,alcaljo01,alcaj001
Jorge Alfaro,alfarjo01,alfaj002
Jorge López,lopezjo02,lopej004
Jorge Mateo,mateojo01,matej003
Jorge Polanco,polanjo01,polaj001
Jorge Soler,solerjo01,solej001
Jose Altuve,altuvjo01,altuj001
Jose Alvarez,alvarjo02,alvaj003
Jose Barrero,garcijo02,garcj007
Jose Cuas,cuasjo01,cuasj001
Jose Herrera,herrejo04,herrj003
Jose Marte,martejo01,martj010
Jose Miranda,miranjo01,miraj002
Jose Rojas,rojasjo02,rojaj002
Jose Siri,sirijo01,sirij001
Jose Trevino,trevijo01,trevj001
Josh Bell,belljo02,bellj005
Josh Donaldson,donaljo02,donaj001
Josh Fleming,flemijo01,flemj001
Josh Hader,haderjo01,hadej001
Josh Harrison,harrijo05,harrj002
Josh Jung,jungjo01,jungj001
Josh Lester,lestejo02,lestj002
Josh Lowe,lowejo01,lowej002
Josh Naylor,naylojo01,naylj001
Josh Palacios,palacjo01,palaj001
Josh Rogers,rogerjo01,rogej003
Josh Rojas,rojasjo01,rojaj001
Josh Sborz,sborzjo01,sborj002
Josh Smith,smithjo11,smitj007
Josh Staumont,staumjo01,stauj001
Josh VanMeter,vanmejo01,vanmj001
Josh Winckowski,winckjo01,wincj001
Josh Winder,windejo01,windj002
Josiah Gray,grayjo03,grayj004
José Abreu,abreujo02,abrej003
José Alvarado,alvarjo03,alvaj004
José Azocar,azocajo01,azocj001
José Berríos,berrijo01,berrj001
José Butto,buttojo01,buttj001
José Castillo,castijo03,castj007
José Cisnero,cisnejo01,cisnj001
José Godoy,godoyjo01,godoj001
José Iglesias,iglesjo01,iglej001
José Leclerc,leclejo01,leclj001
José Quijada,quijajo01,quijj001
José Quintana,quintjo01,quinj001
José Ramírez,ramirjo01,ramij003
José Ruiz,ruizjo01,ruizj001
José Suarez,suarejo01,suarj001
José Ureña,urenajo01,urenj001
José Urquidy,urquijo01,urquj001
Jovani Moran,moranjo01,moraj003
Juan Lagares,lagarju01,lagaj001
Juan Minaya,minayju01,minaj001
Juan Soto,sotoju01,sotoj001
Juan Yepez,yepezju01,yepej001
Julian Merryweather,merryju01,merrj001
Julio Rodríguez,rodriju01,rodrj007
Julio Urías,uriasju01,uriaj001
Junior Fernández,fernaju01,fernj006
Jurickson Profar,profaju01,profj001
Justin Bruihl,bruihju01,bruij001
Justin Dunn,dunnju01,dunnj002
Justin Grimm,grimmju01,grimj002
Justin Lawrence,lawreju01,lawrj002
Justin Steele,steelju01,steej002
Justin Topa,topaju01,topaj001
Justin Turner,turneju01,turnj001
Justin Upton,uptonju01,uptoj001
Justin Verlander,verlaju01,verlj001
Justin Wilson,wilsoju10,wilsj004
Justus Sheffield,sheffju01,shefj001
Ka'ai Tom,tomka01,tom-k001
Kaleb Ort,ortka01,ort-k001
Ke'Bryan Hayes,hayeske01,hayek001
Keegan Akin,akinke01,akink001
Keegan Thompson,thompke02,thomk002
Keibert Ruiz,ruizke01,ruizk001
Kelvin Gutiérrez,gutieke01,gutik001
Ken Giles,gileske01,gilek001
Ken Waldichuk,waldike01,waldk003
Kendall Graveman,graveke01,gravk001
Kenley Jansen,janseke01,jansk001
Kenny Rosenberg,rosenke01,rosek001
Kerry Carpenter,carpeke01,carpk001
Kervin Castro,castrke01,castk002
Keston Hiura,hiurake01,hiurk001
Ketel Marte,marteke01,martk001
Kevin Gausman,gausmke01,gausk001
Kevin Ginkel,ginkeke01,ginkk001
Kevin Herget,hergeke01,hergk001
Kevin Kiermaier,kiermke01,kierk001
Kevin Newman,newmake01,newmk001
Kevin Padlo,padloke01,padlk001
Kevin Pillar,pillake01,pillk001
Kevin Plawecki,plaweke01,plawk001
Kevin Smith,smithke05,smitk003
Keynan Middleton,middlke01,middk001
Khalil Lee,leekh01,lee-k001
Kirby Snead,sneadki01,sneak001
Kirby Yates,yateski01,yatek001
Kirk McCarty,mccarki01,mccak003
Kodi Whitley,whitlko01,whitk001
Kody Clemens,clemeko01,clemk001
Kohei Arihara,arihako01,arihk001
Kolby Allard,allarko01,allak001
Kole Calhoun,calhoko01,calhk001
Kolten Wong,wongko01,wongk001
Konnor Pilkington,pilkiko01,pilkk001
Korey Lee,leeko01,lee-k002
Kramer Robertson,roberkr01,robek003
Kris Bryant,bryankr01,bryak001
Kris Bubic,bubickr01,bubik001
Kurt Suzuki,suzukku01,suzuk001
Kutter Crawford,crawfku01,crawk001
Kyle Barraclough,barraky01,barrk002
Kyle Bradish,bradiky01,bradk001
Kyle Crick,crickky01,crick001
Kyle Dowdy,dowdyky01,dowdk001
Kyle Farmer,farmeky01,farmk001
Kyle Finnegan,finneky01,finnk001
Kyle Freeland,freelky01,freek001
Kyle Garlick,garliky01,garlk001
Kyle Gibson,gibsoky01,gibsk002
Kyle Hendricks,hendrky01,hendk001
Kyle Higashioka,higasky01,higak001
Kyle Isbel,isbelky01,isbek001
Kyle Lewis,lewisky01,lewik001
Kyle Muller,mulleky01,mullk001
Kyle Nelson,nelsoky01,nelsk001
Kyle Schwarber,schwaky01,schwk001
Kyle Stowers,stoweky01,stowk001
Kyle Tucker,tuckeky01,tuckk001
Kyle Tyler,tylerky01,tylek001
Kyle Wright,wrighky01,wrigk001
LaMonte Wade Jr.,wadela01,wadel001
Lance Lynn,lynnla01,lynnl001
Lance McCullers Jr.,mcculla02,mccul002
Lane Thomas,thomala02,thoml002
Lars Nootbaar,nootbla01,nootl001
Lenyn Sosa,sosale01,sosal001
Leody Taveras,taverle01,tavel001
Leury Garcia,garcile02,garcl004
Lewin Díaz,diazle01,diazl001
Lewis Brinson,brinsle01,brinl001
Liam Hendriks,hendrli01,hendl001
Liover Peguero,pegueli01,pegul001
Livan Soto,sotoli01,sotol001
Locke St. John,stjohlo01,stjol001
Logan Allen,allenlo01,allel002
Logan Gilbert,gilbelo01,gilbl002
Logan Gillaspie,gillalo01,gilll001
Logan O'Hoppe,ohopplo01,ohopl001
Logan Webb,webblo01,webbl001
Lorenzo Cain,cainlo01,cainl001
Lou Trivino,trivilo01,trivl001
Louie Varland,varlalo01,varll001
Louis Head,headlo01,headl001
Lourdes Gurriel Jr.,gurrilo01,gurrl001
Lucas Gilbreath,gilbrlu01,gilbl001
Lucas Giolito,giolilu01,gioll001
Lucas Luetge,luetglu01,luetl001
Lucas Sims,simslu01,simsl001
Lucius Fox,foxlu01,fox-l001
Luis Arraez,arraelu01,arral001
Luis Barrera,barrelu01,barrl001
Luis Campusano,campulu01,campl002
Luis Cessa,cessalu01,cessl001
Luis Frías,friaslu01,frial001
Luis Gil,gillu01,gil-l001
Luis González,gonzalu03,gonzl005
Luis Guillorme,guilllu01,guill001
Luis Liberato,liberlu01,libel001
Luis Patiño,patinlu01,patil001
Luis Perdomo,perdolu02,perdl002
Luis Rengifo,rengilu01,rengl001
Luis Robert,roberlu01,robel002
Luis Severino,severlu01,sevel001
Luis Torrens,torrelu01,torrl001
Luis Urías,uriaslu01,urial001
Luis Castillo,castilu03,castl004
Luis Castillo,castilu02,castl003
Luis Garcia,garcilu05,garcl007
Luis García,garcilu04,garcl006
Luis García,garcilu03,garcl005
Luis Ortiz,ortizlu03,ortil003
Luis Ortiz,ortizlu02,ortil002
Luke Bard,bardlu01,bardl001
Luke Barker,barkelu01,barkl002
Luke Farrell,farrelu01,farrl001
Luke Maile,mailelu01,maill001
Luke Raley,raleylu01,ralel001
Luke Voit,voitlu01,voitl001
Luke Weaver,weavelu01,weavl001
Luke Williams,willilu01,willl001
MJ Melendez,melenmj01,melem001
MacKenzie Gore,gorema01,gorem001
Madison Bumgarner,bumgama01,bumgm001
Magneuris Sierra,sierrma01,sierm002
Maikel Franco,francma02,franm004
Maikel Garcia,garcima01,garcm003
Manny Banuelos,banuema01,banum001
Manny Machado,machama01,machm001
Manny Piña,pinama01,pinam001
Manuel Margot,margoma01,margm001
Manuel Rodríguez,rodrima01,rodrm001
Marcell Ozuna,ozunama01,ozunm001
Marco Gonzales,gonzama02,gonzm005
Marcos Diplán,diplama01,diplm001
Marcus Semien,semiema01,semim001
Marcus Stroman,stromma01,strom001
Marcus Wilson,wilsoma02,wilsm003
Mario Feliciano,felicma01,felim002
Mark Appel,appelma01,appem001
Mark Canha,canhama01,canhm001
Mark Contreras,contrma01,contm001
Mark Kolozsvary,kolozma01,kolom001
Mark Leiter Jr.,leitema02,leitm002
Mark Mathias,mathima01,mathm002
Mark Melancon,melanma01,melam001
Mark Payton,paytoma01,paytm001
Mark Vientos,vientma01,vienm001
Martín Maldonado,maldoma01,maldm001
Martín Pérez,perezma02,perem004
Marwin Gonzalez,gonzama01,gonzm002
Mason Thompson,thompma02,thomm005
Matt Barnes,barnema01,barnm001
Matt Beaty,beatyma01,beatm001
Matt Brash,brashma01,brasm001
Matt Bush,bushma01,bushm001
Matt Carpenter,carpema01,carpm002
Matt Chapman,chapmma01,chapm001
Matt Davidson,davidma02,davim005
Matt Dermody,dermoma01,dermm001
Matt Duffy,duffyma01,duffm002
Matt Foster,fostema01,fostm001
Matt Gage,gagema01,gagem001
Matt Koch,kochma01,kochm001
Matt Manning,mannima02,mannm001
Matt Moore,moorema02,moorm003
Matt Olson,olsonma02,olsom001
Matt Peacock,peacoma01,peacm001
Matt Reynolds,reynoma03,reynm003
Matt Strahm,strahma01,stram001
Matt Swarmer,swarmma01,swarm001
Matt Thaiss,thaisma01,thaim001
Matt Vierling,vierlma01,vierm001
Matt Wallner,wallnma01,wallm001
Matt Wisler,wislema01,wislm001
Matthew Batten,battema01,battm001
Matthew Boyd,boydma01,boydm001
Matthew Festa,festama01,festm001
Matthew Liberatore,liberma01,libem001
Mauricio Dubón,dubonma01,dubom001
Mauricio Llovera,llovema01,llovm001
Max Castillo,castima03,castm003
Max Fried,friedma01,friem001
Max Kepler,keplema01,keplm001
Max Kranick,kranima01,kranm001
Max Meyer,meyerma01,meyem001
Max Muncy,muncyma01,muncm001
Max Scherzer,scherma01,schem001
Max Schrock,schroma01,schrm001
Max Stassi,stassma01,stasm001
Meibrys Viloria,vilorme01,vilom001
Merrill Kelly,kellyme01,kellm002
Michael A. Taylor,taylomi02,taylm002
Michael Brantley,brantmi02,branm003
Michael Chavis,chavimi01,chavm001
Michael Feliz,felizmi01,felim001
Michael Fulmer,fulmemi01,fulmm001
Michael Grove,grovemi01,grovm001
Michael Harris,harrimi04,harrm004
Michael Hermosillo,hermomi01,hermm001
Michael Kelly,kellymi03,kellm004
Michael King,kingmi01,kingm002
Michael Kopech,kopecmi01,kopem001
Michael Lorenzen,lorenmi01,lorem002
Michael Massey,massemi02,massm001
Michael Papierski,papiemi01,papim001
Michael Perez,perezmi03,perem005
Michael Pineda,pinedmi01,pinem001
Michael Plassmeyer,plassmi01,plasm001
Michael Rucker,ruckemi01,ruckm001
Michael Siani,sianimi01,sianm001
Michael Stefanic,stefami01,stefm001
Michael Toglia,toglimi01,toglm001
Michael Wacha,wachami01,wachm001
Michel Báez,baezmi01,baezm001
Mickey McDonald,mcdonmi01,mcdom002
Mickey Moniak,moniami01,monim001
Miguel Andújar,andujmi01,andum001
Miguel Cabrera,cabremi01,cabrm001
Miguel Castro,castrmi01,castm002
Miguel Diaz,diazmi02,diazm004
Miguel Rojas,rojasmi02,rojam002
Miguel Sanó,sanomi01,sanom001
Miguel Sánchez,sanchmi01,sancm001
Miguel Vargas,vargami01,vargm001
Miguel Yajure,yajurmi01,yajum001
Mike Baumann,baumami01,baumm001
Mike Brosseau,brossmi01,brosm001
Mike Clevinger,clevimi01,clevm001
Mike Ford,fordmi01,fordm002
Mike Mayers,mayermi01,mayem001
Mike Minor,minormi01,minom001
Mike Moustakas,moustmi01,mousm001
Mike Trout,troutmi01,troum001
Mike Yastrzemski,yastrmi01,yastm001
Mike Zunino,zuninmi01,zunim001
Miles Mastrobuoni,mastrmi01,mastm001
Miles Mikolas,mikolmi01,mikom001
Mitch Garver,garvemi01,garvm001
Mitch Haniger,hanigmi01,hanim001
Mitch Keller,kellemi03,kellm003
Mitch White,whitemi03,whitm004
Monte Harrison,harrimo01,harrm003
Mookie Betts,bettsmo01,bettm001
Mychal Givens,givenmy01,givem001
Myles Straw,strawmy01,stram002
Nabil Crismatt,crismna01,crisn001
Narciso Crook,crookna01,croon001
Nash Walters,waltena01,waltn001
Nate Eaton,eatonna01,eaton001
Nate Fisher,fishena01,fishn001
Nate Mondou,mondona01,mondn001
Nathan Eovaldi,eovalna01,eovan001
Nathaniel Lowe,lowena01,lowen001
Nelson Cruz,cruzne02,cruzn002
Nelson Velázquez,velazne01,velan001
Nestor Cortes,cortene01,cortn001
Nicholas Padilla,padilni01,padin001
Nick Ahmed,ahmedni01,ahmen001
Nick Allen,allenni02,allen002
Nick Castellanos,casteni01,castn001
Nick Duron,duronni01,duron001
Nick Fortes,forteni01,fortn001
Nick Gordon,gordoni01,gordn001
Nick Lodolo,lodolni01,lodon001
Nick Madrigal,madrini01,madrn001
Nick Martinez,martini01,martn002
Nick Maton,matonni01,maton001
Nick Mears,mearsni01,mearn001
Nick Neidert,neideni01,neidn001
Nick Nelson,nelsoni01,nelsn001
Nick Pivetta,pivetni01,piven001
Nick Plummer,plummni01,plumn001
Nick Pratto,prattni01,pratn001
Nick Sandlin,sandlni01,sandn001
Nick Senzel,senzeni01,senzn001
Nick Solak,solakni01,solan001
Nick Vespi,vespini01,vespn001
Nick Wittgren,wittgni01,wittn001
Nicklaus Snyder,snydeni01,snydn001
Nicky Lopez,lopezni01,lopen001
Nico Hoerner,hoernni01,hoern001
Niko Goodrum,goodrni01,goodn002
Noah Davis,davisno01,davin001
Noah Syndergaard,syndeno01,syndn001
Nolan Arenado,arenano01,arenn001
Nolan Gorman,gormano01,gormn001
Nolan Jones,jonesno01,jonen002
Nomar Mazara,mazarno01,mazan001
Norge Ruíz,ruizno01,ruizn001
Noé Ramirez,ramirno01,ramin002
Odúbel Herrera,herreod01,herro001
Oliver Ortega,ortegol01,orteo001
Oliver Pérez,perezol01,pereo002
Omar Narváez,narvaom01,narvo001
Oneil Cruz,cruzon01,cruzo001
Orlando Arcia,arciaor01,arcio002
Oscar Gonzalez,gonzaos01,gonzo001
Oscar Mercado,mercaos01,merco003
Oswald Peraza,perazos02,perao002
Oswaldo Cabrera,cabreos01,cabro002
Otto Lopez,lopezot01,lopeo001
Owen Miller,milleow01,millo002
Ozzie Albies,albieoz01,albio001
P.J. Higgins,higgipj01,higgp001
Pablo López,lopezpa01,lopep002
Pablo Reyes,reyespa01,reyep001
Packy Naughton,naughpa01,naugp001
Paolo Espino,espinpa01,espip001
Parker Markel,markepa01,markp001
Parker Mushinski,mushipa01,mushp001
Patrick Corbin,corbipa01,corbp001
Patrick Mazeika,mazeipa01,mazep001
Patrick Murphy,murphpa02,murpp001
Patrick Sandoval,sandopa02,sandp002
Patrick Wisdom,wisdopa01,wisdp001
Paul Blackburn,blackpa01,blacp001
Paul DeJong,dejonpa01,dejop001
Paul Fry,frypa01,fry-p001
Paul Goldschmidt,goldspa01,goldp001
Paul Sewald,sewalpa01,sewap001
Pavin Smith,smithpa04,smitp002
Payton Henry,henrypa01,henrp001
Pedro Avila,avilape01,avilp001
Pedro Báez,baezpe01,baezp001
Pedro Severino,severpe01,sevep001
Penn Murfee,murfepe01,murfp001
Pete Alonso,alonspe01,alonp001
Pete Fairbanks,fairbpe01,fairp001
Peter Strzelecki,strzepe01,strzp001
Peyton Burdick,burdipe01,burdp001
Phil Bickford,bickfph01,bickp001
Phil Gosselin,gosseph01,gossp001
Phil Maton,matonph01,matop002
Phillip Diehl,diehlph01,diehp001
Phillips Valdez,valdeph01,valdp002
Phoenix Sanders,sandeph01,sandp003
Pierce Johnson,johnspi01,johnp001
R.J. Alvarez,alvarrj01,alvar001
Rafael Devers,deverra01,dever001
Rafael Montero,montera01,montr004
Rafael Ortega,ortegra01,orter001
Raimel Tapia,tapiara01,tapir001
Raisel Iglesias,iglesra01,igler001
Ralph Garza,garzara01,garzr001
Ramón Laureano,laurera01,laurr001
Ramón Urías,uriasra01,uriar001
Randal Grichuk,grichra01,gricr001
Randy Arozarena,arozara01,arozr001
Ranger Suárez,suarera01,suarr001
Ray Kerr,kerrra01,kerrr001
Raynel Espinal,espinra01,espir001
Reed Garrett,garrere01,garrr001
Reese McGuire,mcguire01,mcgur002
Reid Detmers,detmere01,detmr001
Reiss Knehr,knehrre01,knehr001
Reiver Sanmartin,sanmare01,sanmr001
René Pinto,pintore02,pintr003
Reyes Moronta,moronre01,moror001
Reynaldo López,lopezre01,loper003
Rhys Hoskins,hoskirh01,hoskr001
Rich Hill,hillri01,hillr001
Richard Bleier,bleieri01,bleir001
Richie Martin,martiri01,martr006
Richie Palacios,palacri01,palar002
Rico Garcia,garciri01,garcr006
Riley Adams,adamsri03,adamr004
Riley Greene,greenri03,greer003
Riley O'Brien,obrieri01,obrir001
Roansy Contreras,contrro01,contr001
Rob Brantly,brantro01,branr002
Rob Refsnyder,refsnro01,refsr001
Rob Zastryzny,zastrro01,zastr001
Robbie Erlin,erlinro01,erlir001
Robbie Grossman,grossro01,grosr001
Robbie Ray,rayro02,ray-r002
Robert Dugger,duggero01,duggr001
Robert Gsellman,gsellro01,gselr001
Robert Stephenson,stephro01,stepr002
Robert Suarez,suarero01,suarr002
Roberto Perez,perezro02,perer003
Robinson Canó,canoro01,canor001
Robinson Chirinos,chiriro01,chirr001
Rodolfo Castro,castrro01,castr006
Roenis Elías,eliasro01,eliar001
Roman Quinn,quinnro01,quinr003
Romy Gonzalez,gonzaro01,gonzr003
Ron Marinaccio,marinro01,marir001
Ronald Acuna Jr.,acunaro01,acunr001
Ronald Bolaños,bolanro01,bolar001
Ronald Guzmán,guzmaro01,guzmr001
Ronel Blanco,blancro01,blanr001
Ronnie Dawson,dawsoro01,dawsr001
Ronny Henriquez,henriro01,henrr001
Rony García,garciro03,garcr007
Ross Detwiler,detwiro01,detwr001
Ross Stripling,stripro01,strir001
Rougned Odor,odorro01,odorr001
Rowan Wick,wickro01,wickr001
Rowdy Tellez,tellero01,tellr001
Royce Lewis,lewisro02,lewir003
Ryan Aguilar,aguilry01,aguir002
Ryan Borucki,borucry01,borur001
Ryan Brasier,brasiry01,brasr001
Ryan Burr,burrry01,burrr002
Ryan Castellani,castery01,castr005
Ryan Feltner,feltnry01,feltr001
Ryan Helsley,helslry01,helsr001
Ryan Hendrix,hendrry01,hendr003
Ryan Jeffers,jeffery01,jeffr002
Ryan Kreidler,kreidry01,kreir001
Ryan McKenna,mckenry01,mcker001
Ryan McMahon,mcmahry01,mcmar001
Ryan Mountcastle,mountry01,mounr001
Ryan O'Hearn,ohearry01,ohear001
Ryan Pepiot,pepiory01,pepir001
Ryan Pressly,pressry01,presr001
Ryan Tepera,teperry01,teper001
Ryan Thompson,thompry02,thomr007
Ryan Weathers,weathry01,weatr001
Ryan Weber,weberry01,weber001
Ryan Yarbrough,yarbrry01,yarbr001
Rylan Bannon,bannory01,bannr001
Ryne Nelson,nelsory01,nelsr003
Ryne Stanek,stanery01,stanr002
Salvador Perez,perezsa02,peres002
Sam Clay,claysa01,clays001
Sam Coonrod,coonrsa01,coons001
Sam Haggerty,haggesa01,haggs001
Sam Hentges,hentgsa01,hents001
Sam Hilliard,hillisa01,hills005
Sam Howard,howarsa01,howas002
Sam Huff,huffsa01,huffs001
Sam Long,longsa01,longs002
Sam Moll,mollsa01,molls001
Sam Selman,selmasa01,selms001
Sandy Alcantara,alcansa01,alcas001
Sandy Leon,leonsa01,leons001
Santiago Espinal,espinsa01,espis001
Scott Alexander,alexasc02,alexs001
Scott Barlow,barlosc01,barls001
Scott Effross,effrosc01,effrs001
Scott Kingery,kingesc01,kings001
Sean Bouchard,bouchse01,boucs001
Sean Doolittle,doolise01,dools001
Sean Hjelle,hjellse01,hjels001
Sean Manaea,manaese01,manas001
Sean Murphy,murphse01,murps001
Sean Newcomb,newcose01,newcs001
Sean Poppen,poppese01,popps001
Sean Reid-Foley,reidfse01,reids001
Sebastian Rivero,riverse01,rives002
Seby Zavala,zavalse01,zavas001
Seiya Suzuki,suzukse01,suzus001
Seranthony Domínguez,dominse01,domis001
Sergio Alcántara,alcanse01,alcas002
Sergio Romo,romose01,romos001
Seth Beer,beerse01,beers001
Seth Brown,brownse01,brows003
Seth Lugo,lugose01,lugos001
Seth Martinez,martise01,marts003
Shane Baz,bazsh01,baz-s001
Shane Bieber,biebesh01,biebs001
Shane Greene,greensh02,grees005
Shane McClanahan,mcclash01,mccls003
Shaun Anderson,andersh01,andes002
Shawn Armstrong,armstsh01,armss001
Shea Langeliers,langesh01,langs001
Shelby Miller,millesh01,mills001
Sheldon Neuse,neusesh01,neuss001
Shohei Ohtani,ohtansh01,ohtas001
Silvino Bracho,brachsi01,bracs001
Simeon Woods Richardson,woodssi01,woods002
Skye Bolt,boltsk01,bolts001
Sonny Gray,grayso01,grays001
Spencer Howard,howarsp01,howas003
Spencer Patton,pattosp01,patts002
Spencer Steer,steersp01,stees001
Spencer Strider,stridsp01,stris002
Spencer Torkelson,torkesp01,torks001
Spenser Watkins,watkisp01,watks003
Starling Marte,martest01,marts002
Steele Walker,walkest01,walks001
Stephen Nogosek,nogosst01,nogos001
Stephen Piscotty,piscost01,piscs001
Stephen Strasburg,strasst01,stras001
Stephen Vogt,vogtst01,vogts001
Steve Cishek,cishest01,cishs001
Steven Brault,braulst01,braus002
Steven Duggar,duggast01,duggs001
Steven Kwan,kwanst01,kwans001
Steven Matz,matzst01,matzs001
Steven Okert,okertst01,okers001
Steven Souza Jr.,souzast01,souzs001
Steven Wilson,wilsost02,wilss002
Stone Garrett,garrest01,garrs003
Stuart Fairchild,faircst01,fairs001
Símon Muzziotti,muzzisi01,muzzs001
T.J. McFarland,mcfartj01,mcfat001
T.J. Zeuch,zeuchtj01,zeuct001
TJ Friedl,friedtj01,friet001
Taijuan Walker,walketa01,walkt004
Tanner Banks,banksta01,bankt001
Tanner Houck,houckta01,houct001
Tanner Rainey,raineta01,raint003
Tanner Scott,scottta01,scott003
Tanner Tully,tullyta01,tullt001
Tarik Skubal,skubata01,skubt001
Tayler Saucedo,sauceta01,sauct001
Tayler Scott,scottta02,scott004
Taylor Clarke,clarkta01,clart003
Taylor Hearn,hearnta01,heart001
Taylor Jones,jonesta01,jonet005
Taylor Motter,motteta01,mottt001
Taylor Rogers,rogerta01,roget001
Taylor Trammell,trammta01,tramt001
Taylor Walls,wallsta01,wallt003
Taylor Ward,wardta01,wardt002
Taylor Widener,widenta01,widet001
Teoscar Hernández,hernate01,hernt002
Terrance Gore,gorete01,goret001
Terrin Vavra,vavrate01,vavrt001
Thairo Estrada,estrath01,estrt001
Thomas Hatch,hatchto01,hatct001
Thomas Szapucki,szaputh01,szapt001
Tim Anderson,anderti01,andet001
Tim Beckham,beckhti01,beckt001
Tim Hill,hillti01,hillt002
Tim Locastro,locasti01,locat001
Tim Mayza,mayzati01,mayzt001
Tom Murphy,murphto04,murpt002
Tommy Edman,edmanto01,edmat001
Tommy Henry,henryto01,henrt001
Tommy Hunter,hunteto02,huntt002
Tommy Kahnle,kahnlto01,kahnt001
Tommy La Stella,lasteto01,lastt001
Tommy Milone,milonto01,milot001
Tommy Nance,nanceto01,nanct001
Tommy Pham,phamth01,phamt001
Tommy Romero,romerto01,romet001
Tomás Nido,nidoto01,nidot001
Tony Gonsolin,gonsoto01,gonst001
Tony Kemp,kempto01,kempt001
Tony Santillan,santito01,santt001
Tony Wolters,wolteto01,woltt001
Touki Toussaint,toussto01,toust001
Travis Blankenhorn,blanktr01,blant002
Travis Demeritte,demertr01,demet001
Travis Jankowski,jankotr01,jankt001
Travis Lakins Sr.,lakintr01,lakit001
Travis Shaw,shawtr01,shawt001
Travis Swaggerty,swaggtr01,swagt001
Travis d'Arnaud,darnatr01,darnt001
Trayce Thompson,thomptr01,thomt002
Trea Turner,turnetr01,turnt001
Trent Grisham,grishtr01,grist001
Trent Thornton,thorntr01,thort002
Tres Barrera,barretr01,barrt004
Trevor Gott,gotttr01,gottt001
Trevor Kelley,kelletr01,kellt002
Trevor Larnach,larnatr01,larnt001
Trevor May,maytr01,may-t001
Trevor Megill,megiltr01,megit001
Trevor Richards,richatr01,richt001
Trevor Rogers,rogertr01,roget003
Trevor Stephan,stephtr01,stept002
Trevor Story,storytr01,stort001
Trevor Williams,willitr01,willt002
Trey Mancini,mancitr01,manct001
Triston Casas,casastr01,casat001
Triston McKenzie,mckentr01,mcket001
Tucker Barnhart,barnhtu01,barnt001
Tucker Davidson,davidtu01,davit005
Tucupita Marcano,marcatu01,marct001
Ty Blach,blachty01,blact002
Ty France,francty01,frant002
Tyler Alexander,alexaty01,alext001
Tyler Anderson,anderty01,andet002
Tyler Beede,beedety01,beedt001
Tyler Clippard,clippty01,clipt001
Tyler Cyr,cyrty01,cyr-t001
Tyler Danish,danisty01,danit001
Tyler Duffey,duffety01,dufft001
Tyler Freeman,freemty01,freet001
Tyler Gilbert,gilbety01,gilbt001
Tyler Glasnow,glasnty01,glast001
Tyler Heineman,heinety01,heint001
Tyler Holton,holtoty01,holtt002
Tyler Kinley,kinlety01,kinlt001
Tyler Mahle,mahlety01,mahlt001
Tyler Matzek,matzety01,matzt001
Tyler Naquin,naquity01,naqut001
Tyler Nevin,nevinty01,nevit001
Tyler O'Neill,oneilty01,oneit001
Tyler Rogers,rogerty01,roget002
Tyler Stephenson,stephty01,stept001
Tyler Thornburg,thornty01,thort001
Tyler Wade,wadety01,wadet002
Tyler Wells,wellsty01,wellt003
Tylor Megill,megilty01,megit002
Tyrone Taylor,tayloty01,taylt002
Tyson Miller,millety01,millt003
Vaughn Grissom,grissva01,grisv001
Victor Caratini,caratvi01,carav001
Victor Reyes,reyesvi01,reyev001
Victor Robles,roblevi01,roblv001
Vidal Bruján,brujavi01,brujv001
Vimael Machín,machivi01,machv001
Vince Velasquez,velasvi01,velav001
Vinnie Pasquantino,pasquvi01,pasqv001
Vinny Capra,capravi01,caprv001
Vinny Nittoli,nittovi01,nittv001
Vladimir Guerrero Jr.,guerrvl02,guerv002
Vladimir Gutiérrez,gutievl01,gutiv001
Víctor Arano,aranovi01,aranv001
Wade Miley,mileywa01,milew001
Walker Buehler,buehlwa01,buehw001
Wander Franco,francwa01,franw002
Wandy Peralta,peralwa01,peraw002
Whit Merrifield,merriwh01,merrw001
Wil Crowe,crowewi01,croww001
Wil Myers,myerswi01,myerw001
Will Benson,bensowi01,bensw001
Will Brennan,brennwi02,brenw002
Will Vest,vestwi01,vestw001
Willi Castro,castrwi01,castw003
William Contreras,contrwi02,contw002
William Woods,woodswi02,woodw001
Willians Astudillo,astudwi01,astuw001
Willie Calhoun,calhowi01,calhw001
Willson Contreras,contrwi01,contw001
Willy Adames,adamewi01,adamw002
Will Smith,smithwi04,smitw002
Will Smith,smithwi05,smitw003
Wilmer Difo,difowi01,difow001
Wilmer Flores,florewi01,florw001
Wily Peralta,peralwi01,peraw001
Wyatt Mills,millswy01,millw002
Wynton Bernard,bernawy01,bernw001
Xander Bogaerts,bogaexa01,bogax001
Xzavion Curry,curryxz01,currx001
Yadiel Hernández,hernaya01,herny002
Yadier Molina,molinya01,moliy001
Yainer Diaz,diazya02,diazy004
Yairo Munoz,munozya01,munoy001
Yan Gomes,gomesya01,gomey001
Yandy Díaz,diazya01,diazy001
Yasmani Grandal,grandya01,grany001
Yency Almonte,almonye01,almoy001
Yennier Cano,canoye01,canoy001
Yermín Mercedes,merceye01,mercy001
Yerry De Los Santos,delosye01,deloy001
Yerry Rodriguez,rodriye01,rodry002
Yimi Garcia,garciyi01,garcy001
